household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
elderly_headed_hh,percentiles_81_90,1979,116300,99000,34800,0,1400,2000,100,500,5900,4700,500,18000,3400,6600,7900,13300,17300,13100,4000,200,0
elderly_headed_hh,percentiles_81_90,1980,113900,95800,29200,0,1000,1600,100,300,2900,5600,500,24000,3400,6600,7200,13400,18200,13400,4500,200,0
elderly_headed_hh,percentiles_81_90,1981,116500,96800,30500,0,1000,1800,100,300,2200,3600,600,27500,2800,7400,5200,13800,19700,14700,4900,100,100
elderly_headed_hh,percentiles_81_90,1982,117200,95800,30600,0,1100,1900,100,200,2500,2300,900,28800,2600,7400,3000,14500,21300,15700,5400,200,0
elderly_headed_hh,percentiles_81_90,1983,118300,97200,28900,0,1100,1800,100,200,1800,4500,900,27800,3100,6800,4100,15900,21200,15200,5800,100,100
elderly_headed_hh,percentiles_81_90,1984,129300,105300,31400,200,1100,2000,100,300,3300,4800,1200,28800,2200,6700,4700,18700,23900,17200,6500,100,100
elderly_headed_hh,percentiles_81_90,1985,129400,105000,30600,200,1100,2000,100,200,2000,5000,1200,28100,2600,7900,4400,19800,24400,17500,6700,100,0
elderly_headed_hh,percentiles_81_90,1986,130800,107500,33500,400,1300,2300,100,300,3400,10100,1400,23700,1700,8100,4400,17000,23300,16100,6600,100,400
elderly_headed_hh,percentiles_81_90,1987,133100,109000,29100,400,1400,1900,100,300,3500,6800,3400,22900,2100,8900,6500,21700,24100,17200,6600,200,100
elderly_headed_hh,percentiles_81_90,1988,137700,113400,33500,400,1700,2400,100,300,3700,5500,4400,22500,1700,9100,6300,21600,24300,17300,6900,100,0
elderly_headed_hh,percentiles_81_90,1989,137500,113300,28700,500,1600,2000,100,300,2400,5200,4400,26500,2800,8600,6400,23800,24300,17600,6500,100,100
elderly_headed_hh,percentiles_81_90,1990,137700,111700,29000,400,1700,2100,100,300,3100,3800,4800,26600,2900,8100,6200,22700,26000,18600,7200,100,0
elderly_headed_hh,percentiles_81_90,1991,140400,112500,29400,400,1600,2100,100,200,3200,3600,4600,22500,3000,8200,5500,28100,27900,19800,7900,100,100
elderly_headed_hh,percentiles_81_90,1992,142200,113700,28700,600,1700,2100,100,300,3600,5800,5600,16800,2400,9000,6400,30600,28400,19800,8200,200,200
elderly_headed_hh,percentiles_81_90,1993,145600,114800,31800,600,2300,2300,100,300,2400,6000,6000,12900,3000,9700,7300,30000,30800,21500,8900,300,100
elderly_headed_hh,percentiles_81_90,1994,145700,115600,29300,600,2200,2200,100,300,3200,5400,5900,11900,3400,9200,7700,34200,30100,20500,9300,100,200
elderly_headed_hh,percentiles_81_90,1995,147100,116500,29100,800,2100,2200,100,400,2400,5900,5300,14500,2700,9800,8300,33000,30600,20900,9400,100,200
elderly_headed_hh,percentiles_81_90,1996,153400,121200,30300,1000,1900,2300,100,400,4100,7300,4500,15500,3300,10000,8600,32100,32200,21600,10400,100,100
elderly_headed_hh,percentiles_81_90,1997,157600,124400,28500,900,1600,2200,100,400,4000,11100,4900,15000,3000,10600,8500,33700,33200,22100,10900,100,200
elderly_headed_hh,percentiles_81_90,1998,161000,128900,30300,1100,1600,2300,100,400,3700,11500,3700,15000,2700,9600,7200,39700,32100,21800,10000,100,100
elderly_headed_hh,percentiles_81_90,1999,165300,134000,32500,1200,1600,2400,100,400,3300,13900,3600,14000,3000,10600,7400,40000,31300,21400,9600,100,200
elderly_headed_hh,percentiles_81_90,2000,168600,135700,31200,1400,1900,2400,100,300,4100,13500,3500,14600,3200,9900,6900,42800,32800,22500,9900,100,400
elderly_headed_hh,percentiles_81_90,2001,171200,137500,41100,1700,2400,3100,100,300,4100,5300,4000,16700,3400,8300,4900,42000,33700,23200,10200,200,0
elderly_headed_hh,percentiles_81_90,2002,168000,133800,38700,1700,2700,2800,100,300,3900,4500,4400,11600,3900,7700,4400,47300,34200,23200,10700,300,100
elderly_headed_hh,percentiles_81_90,2003,171800,136900,40700,2200,2800,3000,100,400,4700,5100,4400,9000,3700,8200,5500,47100,34900,23800,10900,100,100
elderly_headed_hh,percentiles_81_90,2004,175900,140700,41300,2100,3100,3000,100,500,4400,8100,3900,7800,4400,8900,6600,46500,35200,23400,11700,100,0
elderly_headed_hh,percentiles_81_90,2005,179400,142900,37300,2200,3200,2700,100,600,4600,9900,3400,8700,3800,9400,8000,49000,36400,24000,11900,100,400
elderly_headed_hh,percentiles_81_90,2006,183200,146300,37800,2300,3300,2800,100,700,4900,9400,3800,11100,3600,9100,8300,49200,36900,23800,12900,100,100
elderly_headed_hh,percentiles_81_90,2007,186200,148900,37100,2200,2900,2800,0,500,4600,11900,3000,11900,3400,9900,7000,51500,37300,23800,13400,200,0
elderly_headed_hh,percentiles_81_90,2008,181100,143900,40500,2700,3600,3100,100,400,4800,4300,4400,9700,3400,10000,4200,52800,37200,23900,13100,100,200
elderly_headed_hh,percentiles_81_90,2009,183400,142900,45500,2700,3800,3400,100,300,4900,2300,4200,8400,3200,7700,3300,53100,40400,26100,13800,400,0
elderly_headed_hh,percentiles_81_90,2010,181000,142100,42500,2600,3900,3100,100,400,5000,3200,3600,5900,3400,7600,4000,56900,38900,25100,13500,400,0
elderly_headed_hh,percentiles_81_90,2011,180100,142900,41900,2400,3700,3100,0,400,6200,3000,3800,4900,3400,8000,3900,58200,37200,23900,12900,300,100
elderly_headed_hh,percentiles_81_90,2012,185700,147200,46200,2900,4000,3500,0,500,5600,4000,2400,3400,3600,7500,3700,60000,38500,24800,13300,400,0
elderly_headed_hh,percentiles_81_90,2013,187200,149300,48000,3000,3700,3700,0,600,6500,6000,2400,3000,3300,7200,5000,56800,37900,24700,12900,300,100
elderly_headed_hh,percentiles_81_90,2014,190300,151100,45300,3000,3600,3500,0,600,5600,7500,2600,2500,3200,8300,5300,60200,39200,25600,13400,200,100
elderly_headed_hh,percentiles_81_90,2015,198000,157900,51700,3700,4000,4000,0,600,7100,7100,2200,2500,3200,6900,4700,60100,40100,26100,13800,100,0
elderly_headed_hh,percentiles_81_90,2016,198600,160300,53200,3500,4400,4100,0,600,6900,5700,2400,2300,3400,7600,4500,61600,38400,24900,13300,100,0
elderly_headed_hh,percentiles_81_90,2017,202700,163100,53300,3600,3900,4100,0,400,6900,8600,2100,2400,3200,7800,3400,63300,39600,25700,13700,200,0
elderly_headed_hh,percentiles_81_90,2018,206200,166600,54100,3800,5600,4200,0,400,7200,9700,1900,2900,3000,8100,3200,62400,39600,25800,13500,100,200
elderly_headed_hh,percentiles_81_90,2019,213800,173200,58600,4000,5900,4600,0,400,7600,8700,1600,3400,3300,8600,3100,63300,40700,26400,14200,100,100
elderly_headed_hh,percentiles_81_90,2020,216300,173800,61100,4100,5800,4700,0,500,8000,10100,1800,2800,4800,8300,3200,58400,42500,25700,16200,600,0
elderly_headed_hh,percentiles_81_90,2021,221700,178800,59100,3900,5400,4500,0,500,8100,16600,1300,1800,3300,8200,3200,62900,42800,26100,16400,300,100
elderly_headed_hh,percentiles_81_90,2022,222500,179700,61000,4400,5300,4700,0,600,8600,8600,1300,2500,3700,8700,3900,66300,42700,26300,16200,100,100
elderly_headed_hh,percentiles_91_95,1979,145700,127700,41000,0,1400,2100,100,500,7200,8100,1200,23000,3800,12400,11600,15400,18000,13800,4000,200,0
elderly_headed_hh,percentiles_91_95,1980,144200,126200,39700,0,1200,2100,100,400,6100,8200,700,28100,5400,10100,9400,14700,18000,13300,4500,100,100
elderly_headed_hh,percentiles_91_95,1981,144200,124300,32900,0,1200,1900,100,300,4400,6300,900,35300,4800,12100,7400,16700,19900,14700,5100,100,0
elderly_headed_hh,percentiles_91_95,1982,147300,125400,37500,0,1000,2200,100,200,3700,4600,2400,34000,5700,10600,4100,19400,21900,16000,5800,0,0
elderly_headed_hh,percentiles_91_95,1983,145000,124700,34600,0,1200,2100,100,200,4300,8400,1900,33900,4300,10500,5600,17600,20300,14500,5700,0,0
elderly_headed_hh,percentiles_91_95,1984,158700,136100,40200,300,1400,2400,100,300,6600,8300,2100,37300,4400,9500,6600,16700,22600,16400,6100,100,100
elderly_headed_hh,percentiles_91_95,1985,160900,136900,37900,300,1200,2400,100,300,4200,9300,2200,35900,3300,10700,6000,23100,24000,17400,6600,100,0
elderly_headed_hh,percentiles_91_95,1986,165000,139400,32900,400,1100,2100,100,300,3500,20400,2000,30900,4000,12900,6600,22100,25600,18200,7100,100,200
elderly_headed_hh,percentiles_91_95,1987,172100,147100,39000,500,1800,2400,100,400,5100,11100,6400,31200,3400,13600,9700,22200,25000,18200,6600,100,100
elderly_headed_hh,percentiles_91_95,1988,171000,146800,37300,500,2000,2400,100,400,7300,8100,6800,28900,3400,13600,8900,27000,24200,17400,6600,100,0
elderly_headed_hh,percentiles_91_95,1989,176200,150900,34800,500,1700,2400,100,300,6500,11000,8200,33200,2700,13400,9300,26800,25300,18100,7000,100,0
elderly_headed_hh,percentiles_91_95,1990,173600,147600,36700,600,1700,2500,100,300,5400,7300,8800,30400,4400,14000,8700,26500,26000,18700,7200,100,100
elderly_headed_hh,percentiles_91_95,1991,173200,146000,37000,600,2200,2500,100,300,5200,5900,8000,28700,3100,12600,7700,32100,27300,19700,7100,200,300
elderly_headed_hh,percentiles_91_95,1992,177600,147900,35000,600,2100,2400,100,300,4100,7100,11300,22400,3900,14300,9400,34900,29700,21600,7900,100,100
elderly_headed_hh,percentiles_91_95,1993,177500,147800,36100,800,2200,2600,100,400,5200,10000,8300,16700,4900,13800,10600,36100,29700,20400,8700,200,400
elderly_headed_hh,percentiles_91_95,1994,181200,150200,33300,600,2400,2300,100,400,5400,9300,10100,17200,4000,12900,11600,40700,31000,21400,9500,100,100
elderly_headed_hh,percentiles_91_95,1995,187700,157200,39400,1100,2500,2800,100,500,4900,10200,9700,19100,4900,14200,12600,35200,30500,20800,9600,100,0
elderly_headed_hh,percentiles_91_95,1996,194100,162600,40100,1200,2200,2900,100,500,4700,12900,6500,18900,3800,13600,11700,43500,31600,21200,9800,100,500
elderly_headed_hh,percentiles_91_95,1997,200100,167700,37100,1300,2000,2700,100,500,4700,16800,7600,18700,4300,15700,12000,44400,32400,21800,10500,0,100
elderly_headed_hh,percentiles_91_95,1998,207000,174400,41800,1400,1800,3000,100,500,6400,18900,7200,18600,4300,15000,10800,44600,32700,22400,10100,0,100
elderly_headed_hh,percentiles_91_95,1999,212600,179600,38800,1600,2000,2800,100,400,7300,23800,8000,17000,3500,15100,10800,48500,33000,22900,9800,100,200
elderly_headed_hh,percentiles_91_95,2000,223000,187800,38100,1500,2000,2700,100,400,7700,25500,6700,19600,4300,14600,10500,54200,35200,24800,10100,100,300
elderly_headed_hh,percentiles_91_95,2001,217000,182100,39400,1700,2300,2900,100,300,7400,12900,9000,20700,5800,14200,8200,57200,34900,24500,10300,100,100
elderly_headed_hh,percentiles_91_95,2002,215900,179300,42500,1600,3100,2900,100,300,10100,12300,9400,16600,6100,13200,8100,53100,36500,25700,10800,100,0
elderly_headed_hh,percentiles_91_95,2003,217200,182000,56100,3500,3300,4000,100,500,11200,10900,6500,11300,5400,11900,8500,48700,35200,24100,10900,200,0
elderly_headed_hh,percentiles_91_95,2004,228500,191300,55300,3700,3400,3900,100,700,10300,15700,5500,10700,6300,12900,10100,52900,37100,25100,11900,100,0
elderly_headed_hh,percentiles_91_95,2005,235200,198100,55000,3900,4100,3900,100,900,9200,18100,5700,11800,5300,12500,12000,55700,37000,24800,12000,200,100
elderly_headed_hh,percentiles_91_95,2006,240100,201700,48700,3400,3800,3500,100,800,10000,20100,7000,14800,5200,15200,13700,55400,38400,25300,13000,100,0
elderly_headed_hh,percentiles_91_95,2007,242200,203900,49300,3800,3400,3600,0,700,8300,22200,5800,16500,5200,15800,11300,58000,38300,24900,13200,100,200
elderly_headed_hh,percentiles_91_95,2008,238200,199500,60700,4400,4300,4400,100,500,9600,6200,7000,14100,6500,13900,6200,61600,38700,25100,13300,200,100
elderly_headed_hh,percentiles_91_95,2009,233400,193500,65800,4200,4700,4700,100,500,10000,5800,6400,10200,5700,10900,5200,59100,39900,26000,13500,400,0
elderly_headed_hh,percentiles_91_95,2010,237000,197200,60300,3700,5100,4300,100,600,12100,5400,7200,7600,6300,10600,6200,67700,39900,26300,13000,600,0
elderly_headed_hh,percentiles_91_95,2011,236800,199100,63900,4700,5400,4600,100,600,11100,5600,5900,5300,6200,11200,5800,68700,37700,25100,12200,300,100
elderly_headed_hh,percentiles_91_95,2012,242700,203700,65000,4700,4300,4600,0,700,11700,9500,5700,4900,6100,12600,6700,67100,39000,25600,13200,200,0
elderly_headed_hh,percentiles_91_95,2013,246100,206700,62300,4800,4400,4500,0,700,13500,11300,5100,3800,7000,12500,8900,67700,39400,26600,12600,200,0
elderly_headed_hh,percentiles_91_95,2014,250600,211300,64100,4700,3900,4600,0,800,11600,15600,4100,3900,6200,13500,9400,68700,39300,26100,13100,100,0
elderly_headed_hh,percentiles_91_95,2015,258500,219200,66700,4900,4500,4800,0,800,13700,14900,4000,3800,5900,15000,9200,70900,39200,26300,12700,100,100
elderly_headed_hh,percentiles_91_95,2016,263500,223700,70700,5000,5000,5000,0,800,14800,14800,4000,4100,5200,13000,8500,72700,39800,26400,13200,100,0
elderly_headed_hh,percentiles_91_95,2017,271200,231300,71400,5300,4500,5200,0,600,14800,18800,3900,3700,5900,14900,6600,75600,39800,25800,13900,100,0
elderly_headed_hh,percentiles_91_95,2018,278600,238900,76700,5700,6500,5600,0,600,14800,19700,3000,4200,5700,15300,5900,75200,39700,26000,13500,100,100
elderly_headed_hh,percentiles_91_95,2019,281000,241800,77100,5700,6400,5600,0,600,14200,18500,3200,5100,4900,15400,5600,79400,39200,25500,13500,100,100
elderly_headed_hh,percentiles_91_95,2020,292300,248400,87600,6800,6300,6400,0,600,16100,22500,3400,4400,6800,15200,5800,66400,43900,27100,16400,400,0
elderly_headed_hh,percentiles_91_95,2021,298300,255400,79400,6300,5500,5700,0,700,17400,33100,2700,3000,5700,14700,5800,75400,42900,26300,16400,200,100
elderly_headed_hh,percentiles_91_95,2022,300100,256600,82100,6700,5600,5900,0,800,18800,20000,3200,3600,5800,17000,7600,79300,43500,27100,16300,100,0
elderly_headed_hh,percentiles_96_99,1979,201200,183600,37200,0,1100,1600,100,500,15200,20700,2200,34900,9100,21800,21100,18200,17700,13500,4100,0,100
elderly_headed_hh,percentiles_96_99,1980,195800,177600,37600,0,1000,1600,100,400,12200,18000,2900,40600,7700,22200,16400,17000,18300,13600,4500,200,0
elderly_headed_hh,percentiles_96_99,1981,196100,178000,35300,0,1200,1700,100,300,10300,15300,2200,52500,7400,22300,12600,16900,18000,13200,4800,100,0
elderly_headed_hh,percentiles_96_99,1982,197100,176200,37300,0,1200,1900,100,200,8600,12800,2000,54900,7300,23700,7300,19000,20800,15200,5600,0,0
elderly_headed_hh,percentiles_96_99,1983,205700,183400,37300,0,1200,1800,100,300,9900,21800,3200,48000,7800,21400,9800,20800,22200,16000,6100,100,100
elderly_headed_hh,percentiles_96_99,1984,219800,195400,38300,300,1200,2000,100,300,9200,21500,3200,52600,9000,22500,11700,23600,24400,18300,6000,0,0
elderly_headed_hh,percentiles_96_99,1985,229800,203500,43300,400,1300,2300,100,300,8700,31100,3900,48900,7600,20900,10900,23800,26300,19700,6500,100,0
elderly_headed_hh,percentiles_96_99,1986,250100,224200,43600,400,1700,2400,100,300,10900,48400,7800,41800,6300,23500,11400,25600,25900,19000,6600,0,300
elderly_headed_hh,percentiles_96_99,1987,246900,220300,43300,400,1800,2400,100,400,12400,31200,15300,38200,7300,26200,17300,24200,26700,19700,6900,0,100
elderly_headed_hh,percentiles_96_99,1988,249600,222200,40300,400,1800,2200,100,400,12400,22900,19300,42100,7800,27000,17300,28100,27400,20600,6600,100,100
elderly_headed_hh,percentiles_96_99,1989,255600,228700,41300,600,2100,2300,100,400,11500,23000,18300,47400,8600,26600,16800,29800,26900,20200,6600,100,100
elderly_headed_hh,percentiles_96_99,1990,247700,220600,45200,600,2100,2600,100,400,13800,15500,17300,47100,6600,22600,14800,31900,27100,20000,7000,0,100
elderly_headed_hh,percentiles_96_99,1991,244500,216100,43800,700,2100,2500,100,400,11000,17000,19900,42200,8400,21300,14700,32200,28400,21000,7300,0,0
elderly_headed_hh,percentiles_96_99,1992,260000,230800,54400,800,2700,3200,100,500,14100,19400,23100,29900,9300,21900,17000,34600,29200,21300,7600,300,0
elderly_headed_hh,percentiles_96_99,1993,259100,227700,47500,800,2500,2800,100,500,13800,23900,22200,24700,8100,21900,19900,39000,31400,22600,8600,100,0
elderly_headed_hh,percentiles_96_99,1994,264100,233100,50600,1200,3100,3100,100,600,14900,21300,22000,20900,9500,20800,20700,44300,31100,21900,8900,0,200
elderly_headed_hh,percentiles_96_99,1995,282100,248300,49800,1300,2800,3000,100,600,16200,25900,18300,27800,9600,22000,22800,48000,33800,23800,10000,0,0
elderly_headed_hh,percentiles_96_99,1996,287800,253700,50300,1400,2300,3000,100,600,14500,31100,17000,27900,10200,23200,22700,49400,34100,23900,10000,100,100
elderly_headed_hh,percentiles_96_99,1997,309000,274000,50600,1300,2100,3000,100,600,17000,43500,17800,27500,9700,27600,23500,49900,35000,23600,10900,100,300
elderly_headed_hh,percentiles_96_99,1998,323700,288400,51800,1300,1700,3100,100,600,16600,53800,18200,25800,9700,27200,21900,56600,35300,24700,10600,100,0
elderly_headed_hh,percentiles_96_99,1999,337100,302300,51100,1400,2100,3100,100,600,15600,60700,18700,24600,10900,27300,22000,64400,34800,24700,9800,0,200
elderly_headed_hh,percentiles_96_99,2000,351200,314100,56200,1700,2100,3500,100,600,17300,62500,16800,27000,10600,28400,20800,66400,37100,26600,10100,100,400
elderly_headed_hh,percentiles_96_99,2001,334100,295600,60300,1700,2400,3700,100,400,20400,37700,19100,28300,12300,23400,15800,70100,38500,27500,11000,100,0
elderly_headed_hh,percentiles_96_99,2002,321500,282700,64800,1800,3100,3700,100,400,23200,30400,17300,20700,12400,21200,14600,69000,38800,27900,10700,100,100
elderly_headed_hh,percentiles_96_99,2003,334800,295000,68400,3300,4200,4100,100,600,25300,36000,15900,19000,13000,21200,19700,64300,39800,27900,11800,100,0
elderly_headed_hh,percentiles_96_99,2004,347500,308500,66300,3500,4100,3900,100,800,25600,48100,15200,16700,11300,26400,23100,63600,39000,27100,11800,100,0
elderly_headed_hh,percentiles_96_99,2005,371400,333400,68100,3900,4500,4000,100,1100,30600,61200,13600,19100,12600,25900,28700,59900,38000,26100,11800,100,100
elderly_headed_hh,percentiles_96_99,2006,386600,346400,69800,3900,4300,4100,100,1200,25400,62600,15400,23400,11700,30400,30300,63800,40200,26800,13300,100,0
elderly_headed_hh,percentiles_96_99,2007,398400,356900,71500,4300,3400,4100,0,1000,28300,63300,15600,26000,12300,34000,25200,67800,41500,27500,13900,100,100
elderly_headed_hh,percentiles_96_99,2008,370800,330900,86800,5600,4300,5000,100,700,30500,25100,15700,23900,15600,31100,14600,71900,39800,26700,12900,100,0
elderly_headed_hh,percentiles_96_99,2009,349300,307500,96900,6900,5800,5800,100,700,32000,17300,15600,19200,13000,23300,12000,59000,41900,27700,13900,300,0
elderly_headed_hh,percentiles_96_99,2010,360400,318500,92700,6300,5900,5500,100,900,30900,20300,15000,13800,13700,21400,14500,77500,41900,28400,13200,300,100
elderly_headed_hh,percentiles_96_99,2011,363100,323200,97400,6300,6200,5600,100,900,33200,20600,13100,11400,14000,22600,14200,77700,39900,26900,12600,300,0
elderly_headed_hh,percentiles_96_99,2012,380000,340100,100000,6800,5600,5900,0,1100,37300,29000,13000,9900,14000,24800,15600,76900,40000,26900,12900,200,100
elderly_headed_hh,percentiles_96_99,2013,384400,344500,100900,6600,6000,5900,0,1200,38400,31900,12200,8300,13800,24600,20300,74400,39900,27200,12500,200,0
elderly_headed_hh,percentiles_96_99,2014,394200,353400,95900,6600,4600,5700,0,1200,36700,41400,10900,7100,14100,28300,21800,79000,40800,27700,13000,100,0
